Xanthomonas campestris pv. campestris str. 8004, complete genome. - 1..5148708
4273 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
4719728..4720849	+	373	66575632	-	XC_4003	-	-	conserved hypothetical protein
4721004..4721912	-	302	66575633	-	XC_4004	-	-	conserved hypothetical protein
4721909..4722811	-	300	66575634	-	XC_4005	-	-	integral membrane protein
4722867..4723457	+	196	66575635	-	XC_4006	-	-	conserved hypothetical protein
4723778..4724383	+	201	66575636	-	XC_4007	-	-	conserved hypothetical protein
4724295..4725008	+	237	66575637	-	XC_4008	-	-	conserved hypothetical protein
4726200..4727810	-	536	66575638	-	XC_4009	-	-	peptidase
4728017..4728970	-	317	66575639	-	XC_4010	-	-	beta-lactamase related protein
4729045..4730340	-	431	66575640	-	XC_4011	-	-	tryptophanyl-tRNA synthetase
4730494..4730703	-	69	66575641	-	XC_4012	-	-	conserved hypothetical protein
4730936..4731070	-	44	66575642	-	XC_4013	-	-	putative entericidin A
4731147..4731299	-	50	66575643	-	XC_4014	-	-	entericidin A
4731410..4732333	-	307	66575644	-	XC_4015	-	-	arginase
4732647..4733108	+	153	66575645	-	XC_4016	-	-	conserved hypothetical protein
4733191..4733550	+	119	66575646	-	XC_4017	-	-	conserved hypothetical protein
4733653..4734570	+	305	66575647	-	XC_4018	-	-	conserved hypothetical protein
4734567..4735109	+	180	66575648	-	XC_4019	-	-	conserved hypothetical protein
4735444..4736127	+	227	66575649	-	XC_4020	-	-	thymidylate kinase
4736418..4737371	-	317	66575650	-	XC_4021	-	-	transcriptional regulator
4737468..4737896	+	142	66575651	-	XC_4022	-	-	conserved hypothetical protein
4738004..4738393	+	129	66575652	-	XC_4023	-	-	conserved hypothetical protein
4738563..4739348	-	261	66575653	-	XC_4024	-	-	conserved hypothetical protein
4739359..4740087	-	242	66575654	-	XC_4025	-	-	transcriptional regulator
4740084..4741049	-	321	66575655	-	XC_4026	-	-	biotin acetyl-CoA-carboxylase synthetase
4741462..4742217	+	251	66575656	-	XC_4027	-	-	conserved hypothetical protein
4742335..4743522	-	395	66575657	-	XC_4028	-	-	conserved hypothetical protein
4743537..4745126	-	529	66575658	-	XC_4029	-	-	conserved hypothetical protein
4745238..4746653	-	471	66575659	-	XC_4030	-	-	two-component system sensor protein
4746677..4747360	-	227	66575660	-	XC_4031	-	-	two-component system regulatory protein
4747433..4747810	-	125	66575661	-	XC_4032	-	-	conserved hypothetical protein
4748126..4749133	-	335	66575662	-	XC_4033	-	-	conserved hypothetical protein
4749221..4749538	+	105	66575663	-	XC_4034	-	-	conserved hypothetical protein
4749570..4749761	-	63	66575664	-	XC_4035	-	-	conserved hypothetical protein
4750274..4750849	-	191	66575665	-	XC_4036	-	-	ankyrin-like protein
4750910..4752433	-	507	66575666	-	XC_4037	-	-	catalase precursor
4753072..4755207	-	711	66575667	-	XC_4038	-	-	ATP-dependent helicase
4755409..4755603	-	64	66575668	-	XC_4039	-	-	conserved hypothetical protein
4755633..4755965	-	110	66575669	-	XC_4040	-	-	conserved hypothetical protein
4755997..4756848	-	283	66575670	-	XC_4041	-	-	shikimate 5-dehydrogenase
4756901..4757782	+	293	66575671	-	XC_4042	-	-	conserved hypothetical protein
4757995..4758150	+	51	66575672	-	XC_4043	-	-	hypothetical protein
4758244..4760763	-	839	66575673	-	XC_4044	-	-	iron-uptake factor
4760915..4761904	-	329	66575674	-	XC_4045	-	-	delta-aminolevulinic acid dehydratase
4761992..4762210	-	72	66575675	-	XC_4046	-	-	conserved hypothetical protein
4762437..4762889	+	150	66575676	-	XC_4047	-	-	conserved hypothetical protein
4763141..4763494	+	117	66575677	-	XC_4048	-	-	conserved hypothetical protein
4763691..4765589	-	632	66575678	-	XC_4049	-	-	conserved hypothetical protein
4765720..4766265	-	181	66575679	-	XC_4050	-	-	conserved hypothetical protein
4766307..4768562	-	751	66575680	-	XC_4051	-	-	dipeptidyl peptidase IV
4769070..4769759	-	229	66575681	-	XC_4052	-	-	glutathione S-transferase
4770011..4773010	+	999	66575682	-	XC_4053	-	-	TonB-dependent receptor
4773196..4773885	+	229	66575683	-	XC_4054	-	-	SapC related protein
4773875..4774888	+	337	66575684	-	XC_4055	-	-	Pass1-related protein
4774898..4776460	+	520	66575685	-	XC_4056	-	-	tryptophan halogenase
4776599..4777606	+	335	66575686	-	XC_4057	-	-	TonB-like protein
4778004..4779197	-	397	66575687	-	XC_4058	-	-	ABC transporter sodium permease
4779194..4779940	-	248	66575688	-	XC_4059	-	-	sodium ABC transporter ATP-binding protein
4779972..4781522	-	516	66575689	-	XC_4060	-	-	cysteine proteinase
4781589..4781789	-	66	66575690	-	XC_4061	-	-	transcriptional regulator
4781786..4782193	-	135	66575691	-	XC_4062	-	-	conserved hypothetical protein
4782865..4783137	-	90	66575692	-	XC_4063	-	-	conserved hypothetical protein
4783203..4784204	+	333	66575693	-	XC_4064	-	-	heavy metal transporter
4784368..4785933	+	521	66575694	-	XC_4065	-	-	beta-xylosidase
4786005..4786928	-	307	66575695	-	XC_4067	-	-	phenol hydroxylase
4786873..4787871	+	332	66575696	-	XC_4066	-	-	ABC transporter ATP-binding protein
4787889..4788680	+	263	66575697	-	XC_4068	-	-	permease
4788644..4789432	+	262	66575698	-	XC_4069	-	-	conserved hypothetical protein
4789548..4790486	+	312	66575699	-	XC_4070	-	-	2-dehydropantoate 2-reductase
4790712..4791260	+	182	66575700	-	XC_4071	-	-	conserved hypothetical protein
4791446..4791847	-	133	66575701	-	XC_4072	-	-	conserved hypothetical protein
4792261..4792587	-	108	66575702	-	XC_4073	-	-	thioredoxin
4792559..4793044	-	161	66575703	-	XC_4074	-	-	conserved hypothetical protein
4793143..4794186	-	347	66575704	-	XC_4075	-	-	ribonucleoside-diphosphate reductase beta chain
4794366..4796849	-	827	66575705	-	XC_4076	-	-	ribonucleoside-diphosphate reductase alpha chain
4797927..4798970	-	347	66575706	-	XC_4077	-	-	integral membrane protein
4799077..4801785	-	902	66575707	-	XC_4078	-	-	conserved hypothetical protein
4802206..4803573	-	455	66575708	-	XC_4079	-	-	Mg++ transporter
4804149..4804976	+	275	66575709	-	XC_4080	-	-	a-type carbonic anhydrase
4805358..4807169	+	603	66575710	-	XC_4081	-	-	glutathione-regulated potassium-efflux system protein
4807606..4809528	-	640	66575711	-	XC_4082	-	-	glucose-6-phosphate 1-dehydrogenase
4809378..4811177	-	599	66575712	-	XC_4083	-	-	conserved hypothetical protein
4811241..4811570	-	109	66575713	-	XC_4084	-	-	conserved hypothetical protein
4811597..4814920	-	1107	66575714	-	XC_4085	-	-	ankyrin-like protein
4814913..4815173	-	86	66575715	-	XC_4086	-	-	conserved hypothetical protein
4815391..4816587	+	398	66575716	-	XC_4087	-	-	beta-ketoacyl-[ACP] synthase II
4816587..4817360	+	257	66575717	-	XC_4088	-	-	conserved hypothetical protein
4817357..4818178	+	273	66575718	-	XC_4089	-	-	dolichyl-phosphate mannose synthase related protein
4818175..4819800	+	541	66575719	-	XC_4090	-	-	halogenase
4820445..4821863	-	472	66575720	-	XC_4091	-	-	conserved hypothetical protein
4821905..4822642	-	245	66575721	-	XC_4092	-	-	3-oxoacyl-[ACP] reductase
4822812..4823249	-	145	66575722	-	XC_4093	-	-	phosphotransferase
4823236..4825602	-	788	66575723	-	XC_4094	-	-	membrane protein
4825592..4825816	-	74	66575724	-	XC_4095	-	-	membrane protein
4825904..4826551	-	215	66575725	-	XC_4096	-	-	fatty acyl CoA synthetase
4826475..4827449	-	324	66575726	-	XC_4097	-	-	acyltransferase
4827446..4827733	-	95	66575727	-	XC_4098	-	-	dehydratase
4827745..4828494	-	249	66575728	-	XC_4099	-	-	acyltransferase
4828548..4829294	-	248	66575729	-	XC_4100	-	-	ketosynthase
4829269..4829598	-	109	66575730	-	XC_4101	-	-	acyl carrier protein
4829704..4831035	+	443	66575731	-	XC_4102	-	-	reductase/halogenase
4831137..4832039	+	300	66575732	-	XC_4103	-	-	pteridine-dependent deoxygenase like protein
4832099..4833634	-	511	66575733	-	XC_4104	-	-	AMP-ligase
4833960..4836365	+	801	66575734	-	XC_4105	-	-	dipeptidyl-peptidase
4837025..4837795	+	256	66575735	-	XC_4106	-	-	conserved hypothetical protein
4837792..4838361	+	189	66575736	-	XC_4107	-	-	conserved hypothetical protein
4838663..4839562	+	299	66575737	-	XC_4108	-	-	coproporphyrinogen III oxidase, aerobic
4840113..4842896	-	927	66575738	-	XC_4109	-	-	DNA polymerase I
4842974..4843255	+	93	66575739	-	XC_4110	-	-	conserved hypothetical protein
4843524..4843649	-	41	66575740	-	XC_4111	-	-	conserved hypothetical protein
4843592..4844344	-	250	66575741	-	XC_4112	-	-	conserved hypothetical protein
4844748..4845194	-	148	66575742	-	XC_4113	-	-	conserved hypothetical protein
4845295..4845876	-	193	66575743	-	XC_4114	-	-	nodulation protein
4846747..4848933	-	728	66575744	-	XC_4115	-	-	DNA helicase II
4849205..4850596	-	463	66575745	-	XC_4116	-	-	conserved hypothetical protein
4850903..4852327	-	474	66575746	-	XC_4117	-	-	cardiolipin synthase
4852337..4853599	-	420	66575747	-	XC_4118	-	-	transcriptional regulator
4853743..4854414	+	223	66575748	-	XC_4119	-	-	acyl transferase
4854407..4855462	+	351	66575749	-	XC_4120	-	-	FldA protein
4855697..4856719	+	340	66575750	-	XC_4121	-	-	4-oxalomesaconate hydratase
4857875..4858042	-	55	66575751	-	XC_4122	-	-	50S ribosomal protein L33
4858056..4858292	-	78	66575752	-	XC_4123	-	-	50S ribosomal protein L28
4858634..4859257	-	207	66575753	-	XC_4124	-	-	conserved hypothetical protein
4859254..4862481	-	1075	66575754	-	XC_4125	-	-	cation efflux system protein
4863081..4864562	-	493	66575755	-	XC_4126	-	-	cation efflux system protein
4864559..4865824	-	421	66575756	-	XC_4127	-	-	cation efflux system protein
4865880..4866221	-	113	66575757	-	XC_4128	-	-	conserved hypothetical protein
4866486..4868303	-	605	66575758	-	XC_4129	-	-	conserved hypothetical protein
4868450..4869088	-	212	66575759	-	XC_4130	-	-	glucose inhibited division protein B
4869430..4871022	+	530	66575760	-	XC_4131	-	-	conserved hypothetical protein
4871004..4871606	-	200	66575761	-	XC_4132	-	-	hetI protein
4871748..4871999	+	83	66575762	-	XC_4133	-	-	transglycosylase associated protein
4872069..4872530	-	153	66575763	-	XC_4134	-	-	conserved hypothetical protein
4872500..4873279	-	259	66575764	-	XC_4135	-	-	exodeoxyribonuclease III
4873369..4873929	-	186	66575765	-	XC_4136	-	-	conserved hypothetical protein
4873990..4876179	-	729	66575766	-	XC_4137	-	-	phospholipase A1
4876324..4877265	-	313	66575767	-	XC_4138	-	-	ankyrin-like protein
4877346..4878323	-	325	66575768	-	XC_4139	-	-	ankyrin-like protein
4878570..4879889	-	439	66575769	-	XC_4140	-	-	conserved hypothetical protein
4879813..4882515	-	900	66575770	-	XC_4141	-	-	TonB-dependent receptor
4882593..4883741	+	382	66575771	-	XC_4142	-	-	transcriptional regulator
4883729..4884541	-	270	66575772	-	XC_4143	-	-	conserved hypothetical protein
4884554..4885522	-	322	66575773	-	XC_4144	-	-	peptidyl-prolyl cis-trans isomerase
4885526..4886692	-	388	66575774	-	XC_4145	-	-	conserved hypothetical protein
4887239..4888936	-	565	66575775	-	XC_4146	-	-	solute:Na+ symporter
4888963..4889280	-	105	66575776	-	XC_4147	-	-	conserved hypothetical protein
4889354..4890736	-	460	66575777	-	XC_4148	-	-	conserved hypothetical protein
4891000..4892943	+	647	66575778	-	XC_4149	-	-	acetyl coenzyme A synthetase
4893175..4893843	+	222	66575779	-	XC_4150	-	-	two-component system regulatory protein
4894147..4895055	-	302	66575780	-	XC_4151	-	-	conserved hypothetical protein
4895435..4896025	+	196	66575781	-	XC_4152	-	-	cytochrome C biogenesis protein
4896030..4896233	+	67	66575782	-	XC_4153	-	-	hypothetical protein
4896498..4898132	-	544	66575783	-	XC_4154	-	-	xylosidase
4898403..4899410	+	335	66575784	-	XC_4155	-	-	oxidoreductase
4899407..4900279	+	290	66575785	-	XC_4156	-	-	conserved hypothetical protein
4900276..4901046	+	256	66575786	-	XC_4157	-	-	oxidoreductase
4901215..4902072	+	285	66575787	-	XC_4158	-	-	2-hydroxyhepta-2,4-diene-1, 7-dioateisomerase/5-carboxymethyl-2-oxo-hex-3-ene-1, 7-dioatedecarboxylase
4902564..4903889	+	441	66575788	-	XC_4159	-	-	RTS beta protein
4904954..4905331	-	125	66575789	-	XC_4160	-	-	conserved hypothetical protein
4905328..4906626	-	432	66575790	-	XC_4161	-	-	fucose permease
4906806..4907555	+	249	66575791	-	XC_4162	-	-	transcriptional regulator
4907599..4908852	+	417	66575792	-	XC_4163	-	-	transcriptional regulator araC family
4908964..4910454	+	496	66575793	-	XC_4164	-	-	conserved hypothetical protein
4910746..4911327	+	193	66575794	-	XC_4166	-	-	conserved hypothetical protein
4912173..4915616	-	1147	66575795	-	XC_4167	-	-	two-component system sensor protein
4916351..4918747	-	798	66575796	-	XC_4168	-	-	NdvB protein
4918750..4920132	-	460	66575797	-	XC_4169	-	-	cation symporter
4920348..4920830	+	160	66575798	-	XC_4170	-	-	gluconokinase
4921729..4923348	+	539	66575799	-	XC_4171	-	-	polyvinylalcohol dehydrogenase
4923531..4923836	-	101	66575800	-	XC_4172	-	-	conserved hypothetical protein
4923739..4924179	-	146	66575801	-	XC_4173	-	-	3-dehydroquinate dehydratase
4924199..4924621	-	140	66575802	-	XC_4174	-	-	conserved hypothetical protein
4924865..4928821	-	1318	66575803	-	XC_4175	-	-	conserved hypothetical protein
4928719..4930659	-	646	66575804	-	XC_4176	-	-	conserved hypothetical protein
4930847..4932943	-	698	66575805	-	XC_4177	-	-	glycyl-tRNA synthetase beta chain
4933237..4934145	-	302	66575806	-	XC_4178	-	-	glycyl-tRNA synthetase alpha chain
4934237..4936048	+	603	66575807	-	XC_4179	-	-	general secretory pathway related protein
4936613..4937377	+	254	66575808	-	XC_4180	-	-	GMP synthase
4937417..4938322	+	301	66575809	-	XC_4181	-	-	conserved hypothetical protein
4938699..4939436	-	245	66575810	-	XC_4182	-	-	sec-independent protein translocase
4939433..4940020	-	195	66575811	-	XC_4183	-	-	sec-independent protein translocase
4940036..4940263	-	75	66575812	-	XC_4184	-	-	sec-independent protein translocase
4940336..4941259	-	307	66575813	-	XC_4185	-	-	conserved hypothetical protein
4941387..4942352	+	321	66575814	-	XC_4186	-	-	ferrochelatase
4942349..4943221	+	290	66575815	-	XC_4187	-	-	hydrolase
4943849..4944640	-	263	66575816	-	XC_4188	-	-	conserved hypothetical protein
4944677..4945585	-	302	66575817	-	XC_4189	-	-	conserved hypothetical protein
4945651..4946553	-	300	66575818	-	XC_4190	-	-	conserved hypothetical protein
4946969..4948309	+	446	66575819	-	XC_4191	-	-	xylose isomerase
4948379..4949464	-	361	66575820	-	XC_4192	-	-	sal operon transcriptional repressor
4949617..4951836	+	739	66575821	-	XC_4193	-	-	alpha-glucuronidase
4951833..4953797	+	654	66575822	-	XC_4194	-	-	sialic acid-specific 9-O-acetylesterase
4953809..4955068	+	419	66575823	-	XC_4195	-	-	starvation sensing protein
4955101..4956771	+	556	66575824	-	XC_4196	-	-	xylosidase/arabinosidase
4956774..4959464	+	896	66575825	-	XC_4197	-	-	glucan 1,4-beta-glucosidase
4959576..4961039	+	487	66575826	-	XC_4198	-	-	mannitol dehydrogenase
4961243..4962349	+	368	66575827	-	XC_4199	-	-	conserved hypothetical protein
4962396..4962863	-	155	66575828	-	XC_4200	-	-	bleomycin resistance protein
4962967..4963389	-	140	66575829	-	XC_4201	-	-	hypothetical protein
4963615..4963770	+	51	66575830	-	XC_4202	-	-	conserved hypothetical protein
4964060..4964311	-	83	66575831	-	XC_4203	-	-	histone
4965058..4966221	+	387	66575832	-	XC_4204	-	-	ring canal kelch-like protein
4966351..4967388	-	345	66575833	-	XC_4205	-	-	gluconolactonase precursor
4968267..4969223	+	318	66575834	-	XC_4206	-	-	conserved hypothetical protein
4969275..4970432	-	385	66575835	-	XC_4207	-	-	endo-1,4-beta-xylanase A
4970573..4973464	-	963	66575836	-	XC_4208	-	-	beta-galactosidase
4973550..4974965	-	471	66575837	-	XC_4209	-	-	hexuronic acid isomerase
4975017..4976009	-	330	66575838	-	XC_4210	-	-	xylanase
4976019..4977524	-	501	66575839	-	XC_4211	-	-	putative hexuronate transporter
4977868..4980750	+	960	66575840	-	XC_4212	-	-	TonB-dependent receptor
4980848..4982335	+	495	66575841	-	XC_4213	-	-	transport protein
4982371..4983405	+	344	66575842	-	XC_4214	-	-	xylosidase/arabinosidase
4983741..4984289	+	182	66575843	-	XC_4215	-	-	outer membrane lipoprotein
4984351..4984704	-	117	66575844	-	XC_4216	-	-	conserved hypothetical protein
4984894..4985466	-	190	66575845	-	XC_4217	-	-	conserved hypothetical protein
4985606..4985824	+	72	66575846	-	XC_4218	-	-	conserved hypothetical protein
4986215..4987384	-	389	66575847	-	XC_4219	-	-	nuclear receptor binding factor related protein
4987510..4989912	-	800	66575848	-	XC_4220	-	-	glycerol-3-phosphate acyltransferase
4990251..4991402	-	383	66575849	-	XC_4221	-	-	conserved hypothetical protein
4991628..4992680	+	350	66575850	-	XC_4222	-	-	transcriptional regulator lacI family
4992845..4995880	+	1011	66575851	-	XC_4223	-	-	OmpA-related protein
4996217..4999249	+	1010	66575852	-	XC_4224	-	-	OmpA-related protein
4999360..5000880	+	506	66575853	-	XC_4225	-	-	tryptophan halogenase
5001512..5002243	-	243	66575854	-	XC_4226	-	-	orotidine 5'-phosphate decarboxylase
5002240..5003196	-	318	66575855	-	XC_4227	-	-	acid phosphatase
5003561..5004229	+	222	66575856	-	XC_4228	-	-	conserved hypothetical protein
5004494..5005549	-	351	66575857	-	XC_4229	-	-	conserved hypothetical protein
5005579..5006136	-	185	66575858	-	XC_4230	-	-	acetyltransferase
5006540..5008516	-	658	66575859	-	XC_4231	-	-	ATP-dependent DNA helicase
5009127..5009399	+	90	66575860	-	XC_4232	-	-	ISxac3 transposase
5009417..5010271	+	284	66575861	-	XC_4233	-	-	ISxac3 transposase
5010227..5011690	-	487	66575862	-	XC_4234	-	-	XmnI methyltransferase
5012696..5013325	+	209	66575863	-	XC_4235	-	-	thymidine kinase
5013662..5014909	+	415	66575864	-	XC_4236	-	-	sensor histidine kinase
5014936..5016537	-	533	66575865	-	XC_4237	-	-	periplasmic glucan biosynthesis protein
5016610..5017728	-	372	66575866	-	XC_4238	-	-	conserved hypothetical protein
5018365..5019180	-	271	66575867	-	XC_4239	-	-	formamidopyrimidine DNA glycosylase
5025683..5026867	+	394	66575868	-	XC_4240	-	-	benzoate transporter
5027179..5029083	-	634	66575869	-	XC_4241	-	-	phytochrome-like protein
5029080..5029577	-	165	66575870	-	XC_4242	-	-	conserved hypothetical protein
5029766..5031028	-	420	66575871	-	XC_4243	-	-	tetracycline-efflux transporter
5031582..5033213	-	543	66575872	-	XC_4244	-	-	transglycolase; epimerase
5033930..5034139	-	69	66575873	-	XC_4245	-	-	conserved hypothetical protein
5034382..5034771	-	129	66575874	-	XC_4246	-	-	conserved hypothetical protein
5035028..5035639	+	203	66575875	-	XC_4247	-	-	conserved hypothetical protein
5035784..5036599	+	271	66575876	-	XC_4248	-	-	conserved hypothetical protein
5036643..5038703	-	686	66575877	-	XC_4249	-	-	ferrichrome-iron receptor 3
5039145..5043143	-	1332	66575878	-	XC_4250	-	-	conserved hypothetical protein
5044289..5044996	-	235	66575879	-	XC_4251	-	-	conserved hypothetical protein
5044983..5046452	-	489	66575880	-	XC_4252	-	-	conserved hypothetical protein
5046472..5047101	-	209	66575881	-	XC_4253	-	-	GTP cyclohydrolase I
5047208..5047651	+	147	66575882	-	XC_4254	-	-	transcriptional regulator for cryptic hemolysin
5047725..5047943	+	72	66575883	-	XC_4255	-	-	conserved hypothetical protein
5047928..5048863	+	311	66575884	-	XC_4256	-	-	fusaric acid resistance protein
5048860..5050311	+	483	66575885	-	XC_4257	-	-	outer membrane efflux protein
